Ministry,Request #,Applicant,Description,End Date,Disposition,Publication Status,Reason
"Forests, Lands and Natural Resource Operations",FNR-2012-00079,Individual,"All communications, public comments, emails, meeting transcripts (internal and external) and any other records and progress notes relating to Private Moorage Application #4405120 that were not included in or have been created since the response to FNR-2011-00089.", 29-Jun-2012,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00082,Political Party,"The Assistant Deputy Minister's Outlook calendar for the timeframe January 1, 2012 to March 31, 2012.", 04-Sep-2012,Partial Disclosure,Do Not Publish,Security Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00083,Political Party,"The Deputy Minister's Outlook calendar for the timeframe January 1, 2012 to March 31, 2012.", 13-Aug-2012,Partial Disclosure,Do Not Publish,Security Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00091,Interest Group,"Any and all records relating to the lower Mamquam IPP, now owned by Atlantic Power, between September 2011 to April 12, 2012.", 20-Sep-2012,Partial Disclosure,Do Not Publish,Business Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00098,Law Firm,"All communications pertaining to 1200 Port Washington Road, North Pender Island, BC that the ministry has had with Islands Trust and/or the Capital Regional District.", 16-Jul-2012,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00108,Other Public Body,Public comments received on the Regional District of Central Kootenay's application for Crown tenure for Rosebery to Summit Lake trail (File 4404926)., 29-Jun-2012,Partial Disclosure,Do Not Publish,Business Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00109,Media,"All inspection reports in the possession of the Ministry or its personnel created for the Okanagan Lake Dam in Penticton at the south end of Okanagan Lake between April 1, 2011 and April 1, 2012.", 07-Jun-2012,Full Disclosure,Do Not Publish,Business Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00110,Individual,"Regarding Ministry File #1002910, Water Licence C127753 and related file:  All documents, records, applications, referrals, agency notes and correspondence, technical assessment, decisions, decision letters, memos to officials, public letters and notices.", 07-Jun-2012,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00112,Law Firm,"All records pertaining to Sunshine Coast Regional District Water License application on Sakinaw Lake (File No. 2002-884), in particular any documentation concerning the location of the pump house and any correspondence involving BGD Holdings Co Ltd, [named individuals], or any other of the BGD's directors or representatives.", 23-Oct-2012,Partial Disclosure,Do Not Publish,Business Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00114,Business,Copies of the contents of water licence file 0071408; The contents of file 76915-20/D350147; The contents of file 76940-50/071408; All documents related to Final Water Licence No. 4510; All documents related to Conditional Water Licence No. 8632; All documents related to Order No. 5665., 26-Jun-2012,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00118,Individual,"All information, permits, approvals, and communication held by the BC provincial government pertaining to property development at 3435 Hwy 3a Nelson, BC; A copy of the approval the property recently received under the BC Water Act, by Dwain Boyer.", 07-Aug-2012,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00125,Individual,"Regarding Aquaculture #1411218 Map Ref 1411111: All records relating to a 2003 Memorandum of Understanding between the Province and the Klahoose First Nation, Squirrel Cove, Cortes Island, BC.", 22-Aug-2012,Partial Disclosure,Do Not Publish,Business Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00134,Political Party,"The Assistant Deputy Minister's Outlook calendar for the timeframes October 1, 2011 - October 31, 2011 and April 1, 2012 - May 31, 2012.", 17-Oct-2012,Partial Disclosure,Do Not Publish,Security Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00135,Political Party,"The Deputy Minister's Outlook calendar for the timeframes October 1, 2011 - October 31, 2011 and April 1, 2012 - May 31, 2012", 28-Aug-2012,Partial Disclosure,Do Not Publish,Security Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00136,Political Party,"The Minister and Minister of State's Outlook calendar for the timeframes of October 1, 2011 - October 31, 2011 and April 1, 2012 - May 31, 2012.", 28-Aug-2012,Partial Disclosure,Do Not Publish,Security Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00140,Interest Group,"All records, except those archaeological in nature that come within the Heritage Conservation Act, concerning tidal foreshore fronting Indian reserves from earliest times to 1930 in the Cowichan Bay, Saanich Inlet, Saanich Peninsula, Gulf Islands and Burrard Inlet areas.", 17-Oct-2012,Partial Disclosure,Do Not Publish,Business Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00150,Individual,All information on file with regards to the 2011 complaint against [named individual] for squatting on crown land including the persons name who filed the complaint against the [specified] property., 07-Sep-2012,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00155,Individual,Copy of Business Plan for file #1413722 and file #1413764., 25-Jul-2012,Partial Disclosure,Do Not Publish,Business Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00185,Business,"Report written by Ken Sehn, Senior Resource Technologist, Ministry of Forests Lands and Natural Resource Operations after Saskatoon Creek Road 219 site visit on April 10, 2012.", 21-Aug-2012,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00191,Political Party,"The Minister and Minister of State's Outlook calendar for the timeframe June 1, 2012 - June 30, 2012.", 27-Aug-2012,Partial Disclosure,Do Not Publish,Security Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00200,Political Party,"The Deputy Minister's Outlook calendar for the timeframe June 1, 2012 - June 30, 2012.", 27-Aug-2012,Partial Disclosure,Do Not Publish,Security Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00202,Law Firm,"Regarding water File 76800-20/12-70:  All correspondence, reports, memos, photographs, papers and notes in respect of the this water file; All information and records regarding those flooding complaints received by the Ministry from land owners on the east side of Montrose Road and the Ministry's analysis and considered solutions to same.  Time period from January 1, 2011 to [July 26, 2012].", 19-Oct-2012,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00203,Political Party,"The Assistant Deputy Ministers' Outlook calendar for the timeframe June 1, 2012 - June 30, 2012.", 12-Oct-2012,Partial Disclosure,Do Not Publish,Security Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00207,Individual,"Regarding the dam on Cutoff Valley Creek at Leighwood Lake in the vicinity of Clinton BC: Copies of correspondence, internal emails, reports and other documentation relating to the removal of the dam in 2011; Copy of the BC Dam Registry and Rapid Dam assessment listing for the dam; Any information related to the risk assessment and classification or environmental impacts on the fishery on Leighwood Lake related to removal of the dam; Copy of other historical information related to the original construction of the dam.", 30-Aug-2012,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00212,Political Party,"The Minister and Minister of State's Outlook calendar for the timeframe July 1, 2012  to  July 31, 2012.", 06-Sep-2012,Partial Disclosure,Do Not Publish,Security Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00215,Political Party,"The Deputy Minister's Outlook calendar for the timeframe July 1, 2012  to July 31, 2012.", 04-Oct-2012,Partial Disclosure,Do Not Publish,Security Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00216,Law Firm,Complete copies of Ministry of Environment Water Licence Files: 0265421 and 3003827., 28-Sep-2012,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00224,Individual,"A copy of the final investigation report or any investigation reports relating to Forest Fire #N40023 (May 2006) in Beaverfoot River Valley 45km SE of Golden BC, Fire discovered 17 May 2006.", 27-Sep-2012,Partial Disclosure,Do Not Publish,Personal Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00226,Other Public Body,"A copy of two recent crown land appraisals prepared by McDonald Appraisals in Fort St John, BC; The first file number is 8014112, for Lot D Plan 25591 District Lot 1535 in Fort Nelson; The second file number is 8014208, for Lot B District Lot 1535 PID: 007-572-816 in Fort Nelson.", 27-Sep-2012,Partial Disclosure,Do Not Publish,Other Government Information
"Forests, Lands and Natural Resource Operations",FNR-2012-00252,Political Party,"The Minister and Minister of State's Outlook calendar for the timeframe August 1, 2012 to August 31, 2012.", 04-Oct-2012,Partial Disclosure,Do Not Publish,Security Information
