CONTRIBUTOR_NAME,DATE,AMOUNT,CLASS,PRINCIPAL_OFFICER_1,PRINCIPAL_OFFICER_2,PARTY,CONTRIBUTION_TYPE,EVENT_DATE
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-08-24,75,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-08-24,125,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-09-18,540.54,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2012-10-02,200,4,KEN DAVIDSON,COLIN GRAY,BC NDP,,
CANADIAN UNION OF PUBLIC EMPLOYEES NATIONAL,2012-12-28,100000,4,PAUL MOIST,CHARLES FLEURY,BC NDP,,
"COMMUNICATIONS, ENERGY & PAPERWORKERS UNION OF CANADA LOCAL 467",2012-03-07,170,4,DOUG DYKENS,MELISSA MOROZ,BC NDP,,
"COMMUNICATIONS, ENERGY & PAPERWORKERS UNION OF CANADA LOCAL 467",2012-09-24,790,4,DOUG DYKENS,MELISSA MOROZ,BC NDP,,
"COMMUNICATIONS, ENERGY & PAPERWORKERS UNION OF CANADA LOCAL 467",2012-10-01,200,4,DOUG DYKENS,MELISSA MOROZ,BC NDP,,
"COMMUNICATIONS, ENERGY & PAPERWORKERS UNION OF CANADA LOCAL 467",2012-11-05,200,4,DOUG DYKENS,MELISSA MOROZ,BC NDP,,
"COMMUNICATIONS, ENERGY & PAPERWORKERS UNION OF CANADA LOCAL 468",2012-11-06,500,4,ANDREW CHARTIER,LIZ MIELKE,BC NDP,,
"COMMUNICATIONS, ENERGY & PAPERWORKERS UNION OF CANADA WESTERN REGION",2012-05-08,1000,4,JIM BRITTON,WALLY EWANICKE,BC NDP,,
"COMMUNICATIONS, ENERGY & PAPERWORKERS UNION OF CANADA WESTERN REGION",2012-06-13,1250,4,JIM BRITTON,WALLY EWANICKE,BC NDP,,
"COMMUNICATIONS, ENERGY & PAPERWORKERS UNION OF CANADA WESTERN REGION",2012-07-19,200,4,JIM BRITTON,WALLY EWANICKE,BC NDP,,
"COMMUNICATIONS, ENERGY & PAPERWORKERS UNION OF CANADA WESTERN REGION",2012-08-24,1000,4,JIM BRITTON,WALLY EWANICKE,BC NDP,,
"COMMUNICATIONS, ENERGY & PAPERWORKERS UNION OF CANADA WESTERN REGION",2012-09-11,200,4,JIM BRITTON,WALLY EWANICKE,BC NDP,,
"COMMUNICATIONS, ENERGY & PAPERWORKERS UNION OF CANADA WESTERN REGION",2012-09-17,200,4,JIM BRITTON,WALLY EWANICKE,BC NDP,,
"COMMUNICATIONS, ENERGY & PAPERWORKERS UNION OF CANADA WESTERN REGION",2012-09-24,1185,4,JIM BRITTON,WALLY EWANICKE,BC NDP,,
"COMMUNICATIONS, ENERGY & PAPERWORKERS UNION OF CANADA WESTERN REGION",2012-11-29,5000,4,JIM BRITTON,WALLY EWANICKE,BC NDP,,
CONSTRUCTION & SPECIALIZED WORKERS' UNION LOCAL 1611,2012-04-12,1000,4,BRUCE FERGUSON,RICK CARLSON,BC NDP,,
CONSTRUCTION & SPECIALIZED WORKERS' UNION LOCAL 1611,2012-07-06,400,4,BRUCE FERGUSON,RICK CARLSON,BC NDP,,
CONSTRUCTION & SPECIALIZED WORKERS' UNION LOCAL 1611,2012-07-22,900,4,BRUCE FERGUSON,RICK CARLSON,BC NDP,,
CONSTRUCTION & SPECIALIZED WORKERS' UNION LOCAL 1611,2012-09-11,2500,4,BRUCE FERGUSON,RICK CARLSON,BC NDP,,
CONSTRUCTION & SPECIALIZED WORKERS' UNION LOCAL 1611,2012-09-17,300,4,BRUCE FERGUSON,RICK CARLSON,BC NDP,,
CONSTRUCTION & SPECIALIZED WORKERS' UNION LOCAL 1611,2012-09-17,5000,4,BRUCE FERGUSON,RICK CARLSON,BC NDP,,
CONSTRUCTION & SPECIALIZED WORKERS' UNION LOCAL 1611,2012-09-21,100,4,BRUCE FERGUSON,RICK CARLSON,BC NDP,,
CONSTRUCTION & SPECIALIZED WORKERS' UNION LOCAL 1611,2012-09-28,2500,4,BRUCE FERGUSON,RICK CARLSON,BC NDP,,
CONSTRUCTION & SPECIALIZED WORKERS' UNION LOCAL 1611,2012-10-01,2500,4,BRUCE FERGUSON,RICK CARLSON,BC NDP,,
CONSTRUCTION & SPECIALIZED WORKERS' UNION LOCAL 1611,2012-10-29,2500,4,BRUCE FERGUSON,RICK CARLSON,BC NDP,,
CONSTRUCTION & SPECIALIZED WORKERS' UNION LOCAL 1611,2012-11-06,400,4,BRUCE FERGUSON,RICK CARLSON,BC NDP,,
DIRECTORS GUILD OF CANADA,2012-05-31,1800,4,CRAWFORD HAWKINS,MICHAEL C YONG,BC NDP,,
EAST KOOTENAY & DISTRICT LABOUR COUNCIL,2012-06-01,750,4,JACKIE SPAIN,MATT ROSE,BC NDP,,
FINISHING TRADES INSTITUTE OF BC,2012-11-06,25000,4,DAVID HOLMES,RANDY HERD,BC NDP,,
FRASER VALLEY LABOUR COUNCIL,2012-02-21,5000,4,BRIAN HARDER,PAMELA WILLINGSHOFER,BC NDP,,
FRASER VALLEY LABOUR COUNCIL,2012-09-10,1000,4,BRIAN HARDER,PAMELA WILLINGSHOFER,BC NDP,,
FRASER VALLEY LABOUR COUNCIL,2012-12-28,500,4,BRIAN HARDER,PAMELA WILLINGSHOFER,BC NDP,,
FRASER VALLEY LABOUR COUNCIL,2012-12-31,250,4,BRIAN HARDER,PAMELA WILLINGSHOFER,BC NDP,,
FRASER VALLEY LABOUR COUNCIL,2012-12-31,500,4,BRIAN HARDER,PAMELA WILLINGSHOFER,BC NDP,,
HEAT & FROST INSULATORS & ALLIED WORKERS LOCAL 118,2012-05-21,260,4,LEE LOFTUS,KEN JAKOBSSON,BC NDP,,
HEAT & FROST INSULATORS & ALLIED WORKERS LOCAL 118,2012-09-17,250,4,LEE LOFTUS,KEN JAKOBSSON,BC NDP,,
HEAT & FROST INSULATORS & ALLIED WORKERS LOCAL 118,2012-11-06,200,4,LEE LOFTUS,KEN JAKOBSSON,BC NDP,,
HEAT & FROST INSULATORS & ALLIED WORKERS LOCAL 118,2012-12-31,200,4,LEE LOFTUS,KEN JAKOBSSON,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-02-28,25000,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-03-01,5000,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-03-01,5000,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-03-07,510,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-03-07,550,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-03-09,75,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-03-13,160,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-03-13,500,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-03-27,315,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-05-16,525,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-06-04,935,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-06-05,760,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-06-18,50,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-06-18,300,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-06-19,100,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-06-19,500,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-06-27,25,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-07-19,1200,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-07-24,375,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-08-17,500,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-08-20,520,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-09-17,1250,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-09-17,2000,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-09-25,150,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-09-25,450,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-10-01,500,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-10-11,1975,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-11-06,1000,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-11-06,35000,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-11-09,525,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-11-19,500,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-12-05,800,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-12-12,1000,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-12-17,600,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-12-18,1000,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-12-21,850,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-12-28,750,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-12-31,300,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION,2012-12-31,400,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION BURNABY,2012-12-14,200,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION BURNABY,2012-12-31,500,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION KAMLOOPS THOMPSON,2012-06-27,200,4,CATHY HAMILTON,TALITA DEKKER,BC NDP,,
HOSPITAL EMPLOYEES' UNION KAMLOOPS THOMPSON,2012-06-27,200,4,CATHY HAMILTON,TALITA DEKKER,BC NDP,,
HOSPITAL EMPLOYEES' UNION KAMLOOPS THOMPSON,2012-06-27,250,4,CATHY HAMILTON,TALITA DEKKER,BC NDP,,
HOSPITAL EMPLOYEES' UNION KAMLOOPS THOMPSON,2012-06-27,250,4,CATHY HAMILTON,TALITA DEKKER,BC NDP,,
HOSPITAL EMPLOYEES' UNION PENTICTON,2012-12-10,600,4,DELORES WILLOUGHBY,BRAD STANG,BC NDP,,
HOSPITAL EMPLOYEES' UNION PRINCE GEORGE,2012-07-06,20,4,LOIS DORAN,CLYTIE UMPHERVILLE,BC NDP,,
HOSPITAL EMPLOYEES' UNION PRINCE GEORGE,2012-07-06,20,4,LOIS DORAN,CLYTIE UMPHERVILLE,BC NDP,,
HOSPITAL EMPLOYEES' UNION PRINCE GEORGE,2012-11-28,1000,4,LOIS DORAN,CLYTIE UMPHERVILLE,BC NDP,,
HOSPITAL EMPLOYEES' UNION SOUTH OKANAGAN,2012-12-31,400,4,RHONDA BRUCE,DIANE WILLEY,BC NDP,,
HOSPITAL EMPLOYEES' UNION SURREY,2012-01-31,500,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION SURREY,2012-09-14,500,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
HOSPITAL EMPLOYEES' UNION SURREY,2012-10-15,250,4,VICTOR ELKIN,DONISA BERNARDO,BC NDP,,
INTERNATIONAL UNION OF OPERATING ENGINEERS,2012-06-18,520,4,ADRIAN DAVID,TIM CHESTER,BC NDP,,
INTERNATIONAL UNION OF OPERATING ENGINEERS,2012-09-18,3500,4,ADRIAN DAVID,TIM CHESTER,BC NDP,,
INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES LOCAL 891 MOTION PICTURE STUDIO PROD,2012-03-13,750,4,MITCH DAVIES,FRANK HADDAD,BC NDP,,
INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES LOCAL 891 MOTION PICTURE STUDIO PROD,2012-07-22,198,4,MITCH DAVIES,FRANK HADDAD,BC NDP,,
INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES LOCAL 891 MOTION PICTURE STUDIO PROD,2012-09-17,100,4,MITCH DAVIES,FRANK HADDAD,BC NDP,,
INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES LOCAL 891 MOTION PICTURE STUDIO PROD,2012-12-31,200,4,MITCH DAVIES,FRANK HADDAD,BC NDP,,
INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES WESTERN CANADIAN OFFICE,2012-10-12,475,4,MITCH DAVIES,MARCUS HANDMAN,BC NDP,,
INTERNATIONAL ASSOCIATION OF BRIDGE STRUCTURAL ORNAMENTAL & REINFORCING IRON WORKERS LOCAL 712,2012-05-01,1250,4,TOM O'NEILL,BILL BRANCHFIELD,BC NDP,,
INTERNATIONAL ASSOCIATION OF BRIDGE STRUCTURAL ORNAMENTAL & REINFORCING IRON WORKERS LOCAL 712,2012-06-27,250,4,TOM O'NEILL,BILL BRANCHFIELD,BC NDP,,
INTERNATIONAL ASSOCIATION OF BRIDGE STRUCTURAL ORNAMENTAL & REINFORCING IRON WORKERS LOCAL 712,2012-07-16,500,4,TOM O'NEILL,BILL BRANCHFIELD,BC NDP,,
INTERNATIONAL ASSOCIATION OF BRIDGE STRUCTURAL ORNAMENTAL & REINFORCING IRON WORKERS LOCAL 712,2012-07-19,500,4,TOM O'NEILL,BILL BRANCHFIELD,BC NDP,,
INTERNATIONAL ASSOCIATION OF BRIDGE STRUCTURAL ORNAMENTAL & REINFORCING IRON WORKERS LOCAL 712,2012-10-01,1000,4,TOM O'NEILL,BILL BRANCHFIELD,BC NDP,,
INTERNATIONAL ASSOCIATION OF BRIDGE STRUCTURAL ORNAMENTAL & REINFORCING IRON WORKERS LOCAL 712,2012-10-29,500,4,TOM O'NEILL,BILL BRANCHFIELD,BC NDP,,
INTERNATIONAL ASSOCIATION OF BRIDGE STRUCTURAL ORNAMENTAL & REINFORCING IRON WORKERS LOCAL 712,2012-12-04,200,4,TOM O'NEILL,BILL BRANCHFIELD,BC NDP,,
INTERNATIONAL ASSOCIATION OF BRIDGE STRUCTURAL ORNAMENTAL & REINFORCING IRON WORKERS LOCAL 712,2012-12-31,500,4,TOM O'NEILL,BILL BRANCHFIELD,BC NDP,,
INTERNATIONAL ASSOCIATION OF BRIDGE STRUCTURAL ORNAMENTAL & REINFORCING IRON WORKERS LOCAL 712,2012-12-31,500,4,TOM O'NEILL,BILL BRANCHFIELD,BC NDP,,
INTERNATIONAL ASSOCIATION OF BRIDGE STRUCTURAL ORNAMENTAL & REINFORCING IRON WORKERS LOCAL 712,2012-12-31,500,4,TOM O'NEILL,BILL BRANCHFIELD,BC NDP,,
INTERNATIONAL ASSOCIATION OF BRIDGE STRUCTURAL ORNAMENTAL & REINFORCING IRON WORKERS LOCAL 97,2012-04-24,250,4,JAMES LELAND,CECIL DAMERY,BC NDP,,
INTERNATIONAL ASSOCIATION OF BRIDGE STRUCTURAL ORNAMENTAL & REINFORCING IRON WORKERS LOCAL 97,2012-06-18,100,4,JAMES LELAND,CECIL DAMERY,BC NDP,,
INTERNATIONAL ASSOCIATION OF BRIDGE STRUCTURAL ORNAMENTAL & REINFORCING IRON WORKERS LOCAL 97,2012-07-11,100,4,JAMES LELAND,CECIL DAMERY,BC NDP,,
INTERNATIONAL ASSOCIATION OF BRIDGE STRUCTURAL ORNAMENTAL & REINFORCING IRON WORKERS LOCAL 97,2012-09-20,125,4,JAMES LELAND,CECIL DAMERY,BC NDP,,
INTERNATIONAL ASSOCIATION OF BRIDGE STRUCTURAL ORNAMENTAL & REINFORCING IRON WORKERS LOCAL 97,2012-10-01,200,4,JAMES LELAND,CECIL DAMERY,BC NDP,,
INTERNATIONAL ASSOCIATION OF BRIDGE STRUCTURAL ORNAMENTAL & REINFORCING IRON WORKERS LOCAL 97,2012-10-18,125,4,JAMES LELAND,CECIL DAMERY,BC NDP,,
INTERNATIONAL ASSOCIATION OF BRIDGE STRUCTURAL ORNAMENTAL & REINFORCING IRON WORKERS LOCAL 97,2012-12-31,200,4,JAMES LELAND,CECIL DAMERY,BC NDP,,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 1271 SURREY,2012-05-21,130,4,LARRY THOMAS,MIKE MCNAMARA,BC NDP,,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 1271 SURREY,2012-06-18,600,4,LARRY THOMAS,MIKE MCNAMARA,BC NDP,,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 1271 SURREY,2012-06-22,300,4,LARRY THOMAS,MIKE MCNAMARA,BC NDP,,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 1271 SURREY,2012-09-21,500,4,LARRY THOMAS,MIKE MCNAMARA,BC NDP,,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 1271 SURREY,2012-09-25,300,4,LARRY THOMAS,MIKE MCNAMARA,BC NDP,,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 1668 CAMPBELL RIVER,2012-12-07,750,4,REID WHARTON,MARK MCKENZIE,BC NDP,,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 1763 DELTA,2012-10-01,400,4,MICHAEL CALBICK,BRAD WILSON,BC NDP,,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 18 VANCOUVER,2012-03-13,80,4,GORD DITCHBURN,AL GREGORY,BC NDP,,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 18 VANCOUVER,2012-06-13,1250,4,GORD DITCHBURN,AL GREGORY,BC NDP,,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 18 VANCOUVER,2012-06-25,780,4,GORD DITCHBURN,AL GREGORY,BC NDP,,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 18 VANCOUVER,2012-09-17,300,4,GORD DITCHBURN,AL GREGORY,BC NDP,,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 323 BURNABY,2012-04-20,680,4,ROB LAMEROUX,MILES RITCHIE,BC NDP,,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 323 BURNABY,2012-10-01,500,4,ROB LAMEROUX,MILES RITCHIE,BC NDP,,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 323 BURNABY,2012-10-10,500,4,ROB LAMEROUX,MILES RITCHIE,BC NDP,,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 730 VICTORIA,2012-08-15,1000,4,RICK FARRELL,GARY BIRTWISTLE,BC NDP,,
INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS AUTO LODGE 1857,2012-05-30,210,4,BILL MACPHERSON,DAVE BETKER,BC NDP,,
INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS AUTO LODGE 1857,2012-12-31,210,4,BILL MACPHERSON,DAVE BETKER,BC NDP,,
INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS LOCAL LODGE 764,2012-06-08,300,4,CHRIS HISCOCK,DAVID VARNES,BC NDP,,
INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS DISTRICT 250,2012-07-19,600,4,ALAN WHEATLEY,CORDELL DRRAYERS,BC NDP,,
INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS DISTRICT 250,2012-07-19,1500,4,ALAN WHEATLEY,CORDELL DRRAYERS,BC NDP,,
INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS DISTRICT 250,2012-11-21,250,4,ALAN WHEATLEY,CORDELL DRRAYERS,BC NDP,,
INTERNATIONAL BROTHERHOOD OF BOILERMAKERS LOCAL 191,2012-09-24,400,4,JIM FITZPATRICK,BILL MORRISON,BC NDP,,
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 1003,2012-11-19,1800,4,RAY KEEN,HEATHER ROSHINSKY,BC NDP,,
