CONTRIBUTOR_NAME,DATE,AMOUNT,CLASS,PRINCIPAL_OFFICER_1,PRINCIPAL_OFFICER_2,PARTY,CONTRIBUTION_TYPE,EVENT_DATE
TYSON RUSSELL ESTATE & BUSINESS PLANNING SERVICES LTD,2012-07-20,50,2,,,BC UNITED,,
TYSON RUSSELL ESTATE & BUSINESS PLANNING SERVICES LTD,2012-10-04,1000,2,,,BC UNITED,,
UNDERWORLD LINE LOCATING LTD,2012-05-08,400,2,DON HOGARTH,,BC UNITED,,
UNDERWRITERS INSURANCE AGENCIES (KAMLOOPS) LTD,2012-03-23,800,2,TERRY FAULKNER,,BC UNITED,,
UNIFAB INDUSTRIES LTD,2012-07-20,500,2,,,BC UNITED,,
UNITED CHINESE ENTERPRISES LTD,2012-12-13,1000,2,,,BC UNITED,,
UPLAND EXCAVATING LTD,2012-09-30,300,2,GEORGE STUART,,BC UNITED,,
V.E. BRANDL LTD,2012-09-19,5000,2,,,BC UNITED,,
V1500 HOLDINGS INC,2012-03-01,1500,2,,,BC UNITED,,
V1500 HOLDINGS INC,2012-10-04,1400,2,,,BC UNITED,,
VAAGEN BROTHERS LUMBER INC,2012-06-19,1400,2,DUANE VAAGEN,DEBBIE VAAGEN,BC UNITED,,
VAAGEN BROTHERS LUMBER INC,2012-07-05,150,2,DUANE VAAGEN,DEBBIE VAAGEN,BC UNITED,,
VAAGEN BROTHERS LUMBER INC,2012-07-05,450,2,DUANE VAAGEN,DEBBIE VAAGEN,BC UNITED,,
VALHALLA HELICOPTERS INC,2012-08-23,500,2,BLAIR SAVEGE,,BC UNITED,,
VALLEY-WIDE FINANCIAL CORP,2012-11-30,300,2,SCOTT FINDLAY,,BC UNITED,,
VANCOUVER FILM STUDIOS LTD,2012-04-17,1500,2,DAVID MCLEAN,,BC UNITED,,
VANCOUVER GOLF CLUB LTD,2012-02-23,600,2,,,BC UNITED,,
VANCOUVER PILE DRIVING LTD,2012-09-19,3000,2,,,BC UNITED,,
VEDDER TRANSPORT LTD,2012-06-19,2000,2,LARRY WIEBE,ROB WIEBE,BC UNITED,,
VICTOR CONSULTING & DESIGN LTD,2012-11-29,2500,2,,,BC UNITED,,
VIKING CONSTRUCTION LTD,2012-09-19,3000,2,RON SKUGGEDAL,,BC UNITED,,
VINCOR INC,2012-09-11,1000,2,DON L TRIGGS,RICHARD G. JONES,BC UNITED,,
VINCOR INC,2012-09-11,4000,2,DON L TRIGGS,RICHARD G. JONES,BC UNITED,,
VISION 7 COMMUNICATIONS INC,2012-06-19,1050,2,,,BC UNITED,,
VIVA PHARMACEUTICAL INC,2012-03-30,1000,2,JASON KO,,BC UNITED,,
VIVA PHARMACEUTICAL INC,2012-07-10,750,2,JASON KO,,BC UNITED,,
VMAC - MAGONEL INVESTMENTS CORP,2012-12-07,1000,2,,,BC UNITED,,
W T LEUNG ARCHITECTS INC,2012-07-10,1500,2,WING LEUNG,P  LEUNG,BC UNITED,,
W. I. WOODTONE INDUSTRIES INC,2012-06-19,2500,2,,,BC UNITED,,
W. LAURENCE SCOTT LAW CORP DBA SCOTT & COMPANY,2012-02-13,350,2,,,BC UNITED,,
W. LAURENCE SCOTT LAW CORP DBA SCOTT & COMPANY,2012-12-07,100,2,,,BC UNITED,,
W. LAURENCE SCOTT LAW CORP DBA SCOTT & COMPANY,2012-12-31,125,2,,,BC UNITED,,
WALL FINANCIAL CORP,2012-09-28,10000,2,JAMES KAUFMAN,BRUNO WALL,BC UNITED,,
WALL FINANCIAL CORP,2012-12-31,12000,2,JAMES KAUFMAN,BRUNO WALL,BC UNITED,,
WALNUT BEACH RESORT,2012-06-15,280,2,,,BC UNITED,,
WALNUT BEACH RESORT,2012-09-20,834,2,,,BC UNITED,,
WARNER INVESTMENT HOLDINGS LTD,2012-11-23,25000,2,,,BC UNITED,,
WATCHDOG SYSTEM INC,2012-08-01,3000,2,,,BC UNITED,,
WATERMARK BEACH RESORT,2012-09-20,1634,2,,,BC UNITED,,
WATERMARK HOSPITALITY MANAGEMENT INC,2012-07-20,1000,2,,,BC UNITED,,
WATERSTONE PROPERTIES INC,2012-11-16,1000,2,,,BC UNITED,,
WAZUKU ADVISORY GROUP INC,2012-03-23,3500,2,,,BC UNITED,,
WAZUKU ADVISORY GROUP INC,2012-03-31,375,2,,,BC UNITED,,
WAZUKU ADVISORY GROUP INC,2012-06-30,12.5,2,,,BC UNITED,,
WAZUKU ADVISORY GROUP INC,2012-06-30,12.5,2,,,BC UNITED,,
WAZUKU ADVISORY GROUP INC,2012-12-31,75,2,,,BC UNITED,,
WENDY D. WHITTER NOTARY CORP,2012-07-25,300,2,WENDY D WHITTER,,BC UNITED,,
WENDY'S RESTAURANT,2012-04-13,400,2,,,BC UNITED,,
WESBILD HOLDINGS LTD,2012-02-02,5000,2,HASSAN KHOSROWSHAHI,RANDY ZIEN,BC UNITED,,
WESBILD HOLDINGS LTD,2012-03-01,2500,2,HASSAN KHOSROWSHAHI,RANDY ZIEN,BC UNITED,,
WESBILD HOLDINGS LTD,2012-04-10,10000,2,HASSAN KHOSROWSHAHI,RANDY ZIEN,BC UNITED,,
WESBILD HOLDINGS LTD,2012-05-08,10000,2,HASSAN KHOSROWSHAHI,RANDY ZIEN,BC UNITED,,
WESBILD HOLDINGS LTD,2012-11-01,850,2,HASSAN KHOSROWSHAHI,RANDY ZIEN,BC UNITED,,
WESBILD HOLDINGS LTD,2012-11-08,5000,2,HASSAN KHOSROWSHAHI,RANDY ZIEN,BC UNITED,,
WESBILD VENTURES INC,2012-11-23,10000,2,HASSAN KHOSROWSHAHI,,BC UNITED,,
WEST FRASER MILLS LTD,2012-03-30,850,2,HENRY H (HANK) KETCHAM,SAM KETCHAM,BC UNITED,,
WEST FRASER MILLS LTD,2012-03-30,7500,2,HENRY H (HANK) KETCHAM,SAM KETCHAM,BC UNITED,,
WEST FRASER MILLS LTD,2012-04-10,3500,2,HENRY H (HANK) KETCHAM,SAM KETCHAM,BC UNITED,,
WEST FRASER MILLS LTD,2012-04-19,850,2,HENRY H (HANK) KETCHAM,SAM KETCHAM,BC UNITED,,
WEST FRASER MILLS LTD,2012-07-05,1200,2,HENRY H (HANK) KETCHAM,SAM KETCHAM,BC UNITED,,
WEST FRASER MILLS LTD,2012-09-11,1000,2,HENRY H (HANK) KETCHAM,SAM KETCHAM,BC UNITED,,
WEST FRASER MILLS LTD,2012-09-11,4000,2,HENRY H (HANK) KETCHAM,SAM KETCHAM,BC UNITED,,
WEST FRASER MILLS LTD,2012-10-04,10000,2,HENRY H (HANK) KETCHAM,SAM KETCHAM,BC UNITED,,
WEST FRASER MILLS LTD,2012-11-08,360,2,HENRY H (HANK) KETCHAM,SAM KETCHAM,BC UNITED,,
WEST FRASER MILLS LTD,2012-11-08,720,2,HENRY H (HANK) KETCHAM,SAM KETCHAM,BC UNITED,,
WEST FRASER MILLS LTD,2012-11-16,1000,2,HENRY H (HANK) KETCHAM,SAM KETCHAM,BC UNITED,,
WEST FRASER MILLS LTD,2012-12-31,50000,2,HENRY H (HANK) KETCHAM,SAM KETCHAM,BC UNITED,,
WEST FRASER MILLS LTD,2012-10-20,600,2,,,BC UNITED,,
WESTBANK PROJECTS CORP,2012-05-08,10000,2,,,BC UNITED,,
WESTCANA ELECTRIC INC,2012-04-13,500,2,SCOTT SHERBA,KAREN EMERSON,BC UNITED,,
WESTCANA ELECTRIC INC,2012-04-13,700,2,SCOTT SHERBA,KAREN EMERSON,BC UNITED,,
WESTCANA ELECTRIC INC,2012-07-27,500,2,SCOTT SHERBA,KAREN EMERSON,BC UNITED,,
WESTCANA ELECTRIC INC,2012-10-12,500,2,SCOTT SHERBA,KAREN EMERSON,BC UNITED,,
WESTERN BAY PROPERTIES INC,2012-04-10,9600,2,,,BC UNITED,,
WESTERN COAL CORP,2012-10-22,700,2,,,BC UNITED,,
WESTERN EXECUTIVE SELECTION INC,2012-09-19,300,2,,,BC UNITED,,
WESTERN FOREST PRODUCTS INC,2012-04-17,10000,2,REYNOLD HERT,,BC UNITED,,
WESTERN FOREST PRODUCTS INC,2012-06-19,100,2,REYNOLD HERT,,BC UNITED,,
WESTERN FOREST PRODUCTS INC,2012-07-05,3000,2,REYNOLD HERT,,BC UNITED,,
WESTERN FOREST PRODUCTS INC,2012-09-11,1000,2,REYNOLD HERT,,BC UNITED,,
WESTERN FOREST PRODUCTS INC,2012-09-11,4000,2,REYNOLD HERT,,BC UNITED,,
WESTERN FOREST PRODUCTS INC,2012-10-31,10000,2,REYNOLD HERT,,BC UNITED,,
WESTERN INDUSTRIAL CONTRACTORS LTD,2012-09-19,1500,2,,,BC UNITED,,
WESTERN POLICY CONSULTANTS INC,2012-11-29,400,2,MIKE BAILEY,,BC UNITED,,
WESTERN STEVEDORING COMPANY LTD,2012-10-04,875,2,TIM J CHAPMAN,,BC UNITED,,
WESTERN STEVEDORING COMPANY LTD,2012-11-16,1000,2,TIM J CHAPMAN,,BC UNITED,,
WESTPARK ELECTRIC LTD,2012-07-17,500,2,BILL SOUTAR,,BC UNITED,,
WESTPORT POWER INC,2012-04-10,3500,2,DAVID DEMERS,,BC UNITED,,
WESTRIM PLUMBING & HEATING LTD,2012-04-11,1000,2,,,BC UNITED,,
WEYERHAEUSER COMPANY LTD,2012-04-17,3500,2,PENNY WILLETT,ANNE GIARDINE,BC UNITED,,
WEYERHAEUSER COMPANY LTD,2012-09-11,4000,2,PENNY WILLETT,ANNE GIARDINE,BC UNITED,,
WEYERHAEUSER COMPANY LTD,2012-10-31,3500,2,PENNY WILLETT,ANNE GIARDINE,BC UNITED,,
WHITAKER CONSTRUCTION,2012-07-31,500,2,,,BC UNITED,,
WHITE SPOT LTD,2012-06-25,1500,2,PETER TOIGO,,BC UNITED,,
WILD ORANGE SPA INC,2012-09-14,350,2,,,BC UNITED,,
WILL MCKAY & CO LTD DBA WEST BEACH SEAFOODS,2012-08-10,4000,2,,,BC UNITED,,
GARIBALDI SPRINGS PROPERTIES LTD,2011-05-10,5000,2,,,BC FIRST,,
GARIBALDI REALTY INC,2011-04-25,280,2,,,BC FIRST,,
WINDSET FARMS (CANADA) LTD,2012-04-10,2500,2,JOHN NEWELL,,BC UNITED,,
WOOD WHEATON CHEVROLET OLDSMOBILE CADILLAC LTD,2012-04-13,5500,2,CRAIG WOOD,TOM SENTES,BC UNITED,,
WOOD WHEATON CHEVROLET OLDSMOBILE CADILLAC LTD,2012-12-31,510,2,CRAIG WOOD,TOM SENTES,BC UNITED,,
WOODLAND EQUIPMENT INC,2012-03-23,800,2,,,BC UNITED,,
X Y BISON RANCH LTD,2012-09-19,400,2,,,BC UNITED,,
YABERT CAPITAL INC,2012-07-30,1000,2,ROBERT JOSEPH MADIGAN,,BC UNITED,,
YALETOWN BREWING CO,2012-12-13,2000,2,MARK JAMES,,BC UNITED,,
YCS HOLDINGS LTD,2012-10-22,500,2,,,BC UNITED,,
YCS HOLDINGS LTD,2012-10-22,500,2,,,BC UNITED,,
YE OLD WELCOME INN,2012-06-15,275,2,,,BC UNITED,,
YELLOWHEAD MINING INC,2012-06-19,5000,2,,,BC UNITED,,
YELLOWHEAD ROAD & BRIDGE (FORT GEORGE) LTD,2012-02-29,850,2,KEVIN HIGGINS,,BC UNITED,,
YRB MANAGEMENT CORP,2012-09-19,300,2,,,BC UNITED,,
YRB MANAGEMENT CORP,2012-10-22,500,2,,,BC UNITED,,
YRB MANAGEMENT CORP,2012-10-22,500,2,,,BC UNITED,,
ZLC FINANCIAL GROUP LTD,2012-06-19,1250,2,PETER LAMB,GARRY ZLOTNIK,BC UNITED,,
ZLOTNIK FINANCIAL SERVICES (1995) LTD,2012-11-16,1000,2,,,BC UNITED,,
BARRY J. WATSON CA INC,2012-04-10,370,2,,,BC UNITED,,
BC ALIGNMENT SERVICES LTD,2012-10-31,1000,2,,,BC UNITED,,
BC BIOMEDICAL LABORATORIES LTD,2012-03-01,400,2,,,BC UNITED,,
BC FRESH VEGETABLES INC,2012-07-20,1000,2,,,BC UNITED,,
BC LIONS FOOTBALL CLUB INC,2012-03-09,1000,2,DAVID BRALEY,,BC UNITED,,
BC LIONS FOOTBALL CLUB INC,2012-03-22,250,2,DAVID BRALEY,,BC UNITED,,
BC LIONS FOOTBALL CLUB INC,2012-04-04,650,2,DAVID BRALEY,,BC UNITED,,
BC LIONS FOOTBALL CLUB INC,2012-07-05,4000,2,DAVID BRALEY,,BC UNITED,,
BC LIONS FOOTBALL CLUB INC,2012-07-27,900,2,DAVID BRALEY,,BC UNITED,,
BD HALL CONSTRUCTORS CORP,2012-04-11,1000,2,,,BC UNITED,,
BEAR COUNTRY PROPERTY MANAGEMENT LTD,2012-03-23,600,2,,,BC UNITED,,
BELKORP ENVIRONMENTAL SERVICES INC,2012-03-30,370,2,,,BC UNITED,,
BELVEDERE CARE CORP,2012-08-10,2000,2,,,BC UNITED,,
BELVEDERE PLACE DEVELOPMENT LTD,2012-03-01,500,2,,,BC UNITED,,
BELVEDERE PLACE DEVELOPMENT LTD,2012-03-30,500,2,,,BC UNITED,,
BELVEDERE PLACE DEVELOPMENT LTD,2012-10-04,1000,2,,,BC UNITED,,
CARRIER LUMBER LTD,2012-03-30,850,2,BILL KORDYBAN JR,TERRY KUZMA,BC UNITED,,
CARRIER LUMBER LTD,2012-04-13,4200,2,BILL KORDYBAN JR,TERRY KUZMA,BC UNITED,,
CARRIER LUMBER LTD,2012-10-22,1500,2,BILL KORDYBAN JR,TERRY KUZMA,BC UNITED,,
CARTIER INVESTMENTS LTD,2012-07-05,500,2,KEN MAHON,,BC UNITED,,
CASCADE COMMUNICATIONS & SECURITY INC,2012-11-23,7000,2,,,BC UNITED,,
CATALYST PAPER CORP,2012-04-18,3500,2,,,BC UNITED,,
CATALYST PAPER CORP,2012-10-31,3500,2,,,BC UNITED,,
CBA ELECTRICAL & SECURITY SYSTEMS LTD,2012-03-30,925,2,BILL LAU,,BC UNITED,,
CBA ELECTRICAL & SECURITY SYSTEMS LTD,2012-04-19,185,2,BILL LAU,,BC UNITED,,
CBA ELECTRICAL & SECURITY SYSTEMS LTD,2012-04-19,740,2,BILL LAU,,BC UNITED,,
CBA ELECTRICAL & SECURITY SYSTEMS LTD,2012-07-10,300,2,BILL LAU,,BC UNITED,,
CCS CORP,2012-03-08,5000,2,,,BC UNITED,,
CCS CORP,2012-04-10,3500,2,,,BC UNITED,,
CCS CORP,2012-05-31,5000,2,,,BC UNITED,,
CEDAR RIDGE INVESTMENTS LTD,2012-04-18,1000,2,,,BC UNITED,,
CEDAR RIDGE INVESTMENTS LTD,2012-06-19,350,2,,,BC UNITED,,
CEDAR RIDGE INVESTMENTS LTD,2012-10-04,400,2,,,BC UNITED,,
CEILO PROPERTIES INC,2012-02-29,500,2,STAN SIPOS,,BC UNITED,,
CENOVUS ENERGY INC,2012-04-18,3500,2,,,BC UNITED,,
CENOVUS ENERGY INC,2012-12-21,6500,2,,,BC UNITED,,
CENTRA CONSTRUCTION GROUP LTD,2012-05-31,2000,2,,,BC UNITED,,
CENTRAL BUILDERS' SUPPLY PG LTD,2012-10-22,500,2,,,BC UNITED,,
CENTRAL INTERIOR CATERING CORP,2012-07-31,370,2,ED THEESSEN,,BC UNITED,,
CENTREMOUNT COAL LTD,2012-09-29,750,2,,,BC UNITED,,
CENTURY PLAZA LTD,2012-02-23,550,2,WENDY LISOGAR-COCCHIA,,BC UNITED,,
CENTURY PLAZA LTD,2012-04-04,1600,2,WENDY LISOGAR-COCCHIA,,BC UNITED,,
CENTURY PLAZA LTD,2012-04-10,2000,2,WENDY LISOGAR-COCCHIA,,BC UNITED,,
CENTURY PLAZA LTD,2012-04-13,550,2,WENDY LISOGAR-COCCHIA,,BC UNITED,,
CENTURY PLAZA LTD,2012-04-13,5000,2,WENDY LISOGAR-COCCHIA,,BC UNITED,,
CENTURY PLAZA LTD,2012-11-08,850,2,WENDY LISOGAR-COCCHIA,,BC UNITED,,
CENTURY PLAZA LTD,2012-12-31,900,2,WENDY LISOGAR-COCCHIA,,BC UNITED,,
CG FREIGHT CO LTD,2012-08-30,1200,2,,,BC UNITED,,
GASTOWN PRINTERS LTD,2012-06-19,700,2,J.P. SHASON,,BC UNITED,,
GENERAL FUSION INC,2012-03-01,150,2,SUSAN KOCH,,BC UNITED,,
GENERAL FUSION INC,2012-03-01,150,2,SUSAN KOCH,,BC UNITED,,
GENSTAR DEVELOPMENT PARTNERSHIP LTD,2012-07-25,600,2,,,BC UNITED,,
GEORGE E.H. CADMAN LAW CORP,2012-04-10,425,2,GEORGE CADMAN,,BC UNITED,,
GEORGE LOW PERSONAL REAL ESTATE CORP,2012-03-23,200,2,,,BC UNITED,,
GEORGE LOW PERSONAL REAL ESTATE CORP,2012-10-22,100,2,,,BC UNITED,,
GEOTECH DRILLING SERVICES LTD,2012-12-31,1000,2,JODY LAMBERT,,BC UNITED,,
GIBRALT CAPITAL CORP,2012-11-16,1000,2,SAMUEL BELZBERG,,BC UNITED,,
GILLORN LUMBER CO LTD,2012-03-30,850,2,,,BC UNITED,,
GILLORN LUMBER CO LTD,2012-10-22,250,2,,,BC UNITED,,
KEVIN MCKELVIE FINANCIAL SERVICE LTD,2012-11-08,360,2,,,BC UNITED,,
KHANGURA ENGINEERING LTD,2012-11-23,3000,2,,,BC UNITED,,
KICKING HORSE MOUNTAIN RESORT LTD,2012-07-27,2500,2,,,BC UNITED,,
KICKING HORSE MOUNTAIN RESORT LTD,2012-08-10,1500,2,,,BC UNITED,,
KICKING HORSE REAL ESTATE CORP,2012-08-10,1000,2,,,BC UNITED,,
KINDER MORGAN CANADA INC,2012-05-31,4000,2,,,BC UNITED,,
KINGSTON CONSTRUCTION LTD,2012-09-19,3000,2,,,BC UNITED,,
KINGSWOOD CAPITAL CORP,2012-06-19,1500,2,,,BC UNITED,,
KINGSWOOD HOLDINGS LTD,2012-06-19,1500,2,JOSEPH SEGAL,,BC UNITED,,
KIRK & CO CONSULTING LTD,2012-09-14,500,2,JUDY KIRK,,BC UNITED,,
KIRMAC AUTOMOTIVE COLLISION SYSTEMS INC,2012-06-19,5000,2,,,BC UNITED,,
KITA OILFIELD RENTALS LTD,2012-01-31,300,2,,,BC UNITED,,
KMP ARCHITECTURE INC,2012-12-31,500,2,BRIAN KAPUSCINSKI,,BC UNITED,,
KNAPPETT INDUSTRIES LTD,2012-02-20,500,2,GLEN KNAPPETT,T A OSTAFFY,BC UNITED,,
KNAPPETT INDUSTRIES LTD,2012-06-19,175,2,GLEN KNAPPETT,T A OSTAFFY,BC UNITED,,
KNAPPETT PROJECTS INC,2012-04-10,1250,2,JOHN KNAPPETT,,BC UNITED,,
KNOW THE WORLD TOUR ORGANIZERS INC,2012-03-01,5000,2,,,BC UNITED,,
KODE CONTRACTING LTD,2012-10-22,500,2,,,BC UNITED,,
KOKANEE SPRINGS RESORT LTD,2012-07-31,300,2,,,BC UNITED,,
KOOTENAY GRADALL SERVICE LTD,2012-04-18,5000,2,,,BC UNITED,,
KOOTENAY GRADALL SERVICE LTD,2012-06-06,5000,2,,,BC UNITED,,
KOOTENAY GRADALL SERVICE LTD,2012-06-29,1000,2,,,BC UNITED,,
KOOTENAY GRADALL SERVICE LTD,2012-09-19,5000,2,,,BC UNITED,,
KOOTENAY GRADALL SERVICE LTD,2012-12-31,5000,2,,,BC UNITED,,
KOOTENAY ICE HOCKEY CLUB LTD,2012-06-08,814,2,,,BC UNITED,,
KOPAR ADMINISTRATION LTD (MERRITT),2012-03-31,850,2,,,BC UNITED,,
KORNA NATURAL PET SUPPLIES LTD,2012-03-01,150,2,KYEONG-HOON (QDOH) PAE,,BC UNITED,,
KORNA NATURAL PET SUPPLIES LTD,2012-03-01,150,2,KYEONG-HOON (QDOH) PAE,,BC UNITED,,
KRM 2000 CORP DBA KRM WINDOW & DOOR DEPOT,2012-07-31,300,2,BOB MC DERMID,,BC UNITED,,
L&M LUMBER LTD,2012-03-30,850,2,,,BC UNITED,,
L&M LUMBER LTD,2012-04-13,400,2,,,BC UNITED,,
L-229 HOLDINGS LTD,2012-11-16,1150,2,,,BC UNITED,,
LABATT BREWERIES WESTERN CANADA,2012-03-15,750,2,STEPHANIE TAN,,BC UNITED,,
LABATT BREWERIES WESTERN CANADA,2012-09-06,975,2,STEPHANIE TAN,,BC UNITED,,
LABATT BREWERIES WESTERN CANADA,2012-11-21,1850,2,STEPHANIE TAN,,BC UNITED,,
LABATT BREWERIES WESTERN CANADA,2012-12-24,1125,2,STEPHANIE TAN,,BC UNITED,,
LABATT BREWING COMPANY LTD,2012-05-22,10000,2,,,BC UNITED,,
LAFARGE CANADA INC,2012-09-11,1200,2,ED CLAGGETT,,BC UNITED,,
LAFARGE NORTH AMERICA INC,2012-06-19,5000,2,DAVE PICKRELL,,BC UNITED,,
LAKES DISTRICT MAINTENANCE LTD,2012-04-19,510,2,,,BC UNITED,,
BEREZAN HOLDINGS LTD,2012-09-11,1200,2,,,BC UNITED,,
BERTS ELECTRIC LTD (1995),2012-11-23,15000,2,,,BC UNITED,,
BEST WESTERN FERNIE MOUNTAIN LODGE,2012-09-29,450,2,,,BC UNITED,,
BEST WESTERN PLUS REVELSTOKE,2012-07-31,350,2,,,BC UNITED,,
BETHEL LANDS CORP,2012-04-18,500,2,,,BC UNITED,,
BFA HOLDINGS INC,2012-11-23,2800,2,,,BC UNITED,,
BFI CANADA INC,2012-04-17,10000,2,,,BC UNITED,,
BFI CANADA INC,2012-08-30,5000,2,,,BC UNITED,,
BFI CANADA INC,2012-11-08,5000,2,,,BC UNITED,,
BIG BARGE CO INC,2012-10-31,500,2,JEFF MALLMES,,BC UNITED,,
BIG BOARD MARKETING INC,2012-02-02,300,2,BILL BROOKS,,BC UNITED,,
BIG HORN HELICOPTER INC,2012-06-08,418.73,2,,,BC UNITED,,
BIG WHITE SKI RESORT LTD,2012-09-20,800,2,MICHAEL J BALINGALL,,BC UNITED,,
BIG WOOD INVESTMENTS LTD,2012-06-06,500,2,ROB O'NEILL,,BC UNITED,,
BIG WOOD INVESTMENTS LTD,2012-10-22,500,2,ROB O'NEILL,,BC UNITED,,
BIGRIDGE BREWING COMPANY,2012-12-13,1000,2,MARK JAMES,,BC UNITED,,
BII ACQUISITION INC,2012-03-22,7500,2,,,BC UNITED,,
BILL'S DEVELOPMENT LTD,2012-05-22,1400,2,,,BC UNITED,,
BILL'S DEVELOPMENT LTD,2012-12-31,1200,2,,,BC UNITED,,
BIOTECH DENTAL LAB,2012-12-31,500,2,THOMAS MULLALY,,BC UNITED,,
BIRTHPLACE OF BC GALLERY LTD,2012-11-08,995,2,,,BC UNITED,,
BLACKWATER TIMBER LTD,2012-11-08,360,2,REAL GAMACHE,,BC UNITED,,
BLACKWOOD BUILDING CENTRE LTD,2012-11-23,2500,2,,,BC UNITED,,
BLUE GRASS HOLDINGS LTD,2012-04-11,1150,2,,,BC UNITED,,
BLUE PINE ENTERPRISES LTD,2012-04-11,2000,2,,,BC UNITED,,
BLUE SKY PROPERTIES INC,2012-11-23,10000,2,,,BC UNITED,,
BMO BANK OF MONTREAL,2012-03-31,850,2,,,BC UNITED,,
BMO NESBITT BURNS INC,2012-12-13,3500,2,MICHAEL RAYFIELD,,BC UNITED,,
BOB GRAHAM LTD,2012-11-08,360,2,,,BC UNITED,,
BOB PATERSON HOMES INC,2012-03-13,400,2,STEVE PATERSON,,BC UNITED,,
BOB PATERSON HOMES INC,2012-08-23,300,2,STEVE PATERSON,,BC UNITED,,
BOBLEECO FAMILY HOLDINGS LTD,2012-04-11,1150,2,,,BC UNITED,,
BOEHRINGER INGELHEIM (CANADA) LTD,2012-01-01,200,2,,,BC UNITED,,
BOEHRINGER INGELHEIM (CANADA) LTD,2012-01-31,300,2,,,BC UNITED,,
CHARLTON ENTERPRISES LTD,2012-05-22,700,2,,,BC UNITED,,
CHETWYND PETROLEUMS LTD,2012-12-31,500,2,MATT DALKE,,BC UNITED,,
CHEVRON CANADA LTD,2012-06-19,10000,2,,,BC UNITED,,
CHEVRON CANADA LTD,2012-09-19,50,2,,,BC UNITED,,
CHEVRON CANADA LTD,2012-09-19,3500,2,,,BC UNITED,,
CHEVRON CANADA LTD,2012-12-21,10000,2,,,BC UNITED,,
CHEVRON CANADA LTD BURNABY REFINERY,2012-10-31,500,2,DAVE SCHICK,,BC UNITED,,
CHRIS DIKEAKOS ARCHITECTS INC,2012-05-08,500,2,,,BC UNITED,,
CHRISTINA LAKE GRAVEL & READY-MIX LTD,2012-07-31,500,2,JOHN MEHMAL,,BC UNITED,,
CHRISTOPHER INVESTMENTS LTD,2012-11-23,5000,2,JOHN C. FEIGL,,BC UNITED,,
CIBC HEAD OFFICE,2012-05-22,3500,2,,,BC UNITED,,
CIBC HEAD OFFICE,2012-10-04,3500,2,,,BC UNITED,,
CIBC HEAD OFFICE,2012-12-13,3500,2,,,BC UNITED,,
CIBC HEAD OFFICE,2012-12-31,750,2,,,BC UNITED,,
CIGAR CONNOISSEURS,2012-01-19,500,2,KIARASH KALHOR,SOLE PROPRIETOR,BC UNITED,,
CITIMARK DEVELOPMENT CORP,2012-03-30,370,2,,,BC UNITED,,
CITIMARK DEVELOPMENT CORP,2012-05-08,200,2,,,BC UNITED,,
CITIMARK PROJECTS CORP,2012-07-20,300,2,,,BC UNITED,,
GLOBAL PUBLIC AFFAIRS INC,2012-04-11,125,2,,,BC UNITED,,
GLOBAL PUBLIC AFFAIRS INC,2012-06-19,3500,2,,,BC UNITED,,
GOLDCORP INC,2012-10-31,10000,2,LINDSAY HALL,,BC UNITED,,
GOLDEN VALLEY FOODS LTD,2012-11-23,5000,2,,,BC UNITED,,
GORMAN BROS LUMBER LTD,2012-07-20,5000,2,,,BC UNITED,,
GRAHAM CONSTRUCTION AND ENGINEERING INC,2012-07-10,300,2,,,BC UNITED,,
GRAHAM GROUP LTD,2012-07-25,600,2,,,BC UNITED,,
GRAHAM GROUP LTD,2012-09-28,15000,2,,,BC UNITED,,
GRAND TOWN BUILDING MATERIAL INC,2012-06-19,3500,2,,,BC UNITED,,
GRANDVIEW PACIFIC FINANCIAL CORP,2012-04-19,370,2,,,BC UNITED,,
GRANDVIEW PACIFIC FINANCIAL CORP,2012-07-10,1500,2,,,BC UNITED,,
GRANNEKE MANAGEMENT CONSULTING SERVICES INC,2012-02-29,250,2,,,BC UNITED,,
GRANNEKE MANAGEMENT CONSULTING SERVICES INC,2012-12-31,125,2,,,BC UNITED,,
GRANNEKE MANAGEMENT CONSULTING SERVICES INC,2012-12-31,600,2,,,BC UNITED,,
GRAYDON GROUP MANAGEMENT INC,2012-04-13,300,2,,,BC UNITED,,
GREAT CANADIAN GIFT BASKET CO,2012-04-13,2100,2,,,BC UNITED,,
GREAT CANADIAN RAILTOUR COMPANY LTD,2012-04-18,3500,2,PETER ARMSTRONG,JESS KETCHUM,BC UNITED,,
GREAT PACIFIC CAPITAL CORP,2012-04-10,3500,2,JIM PATTISON,,BC UNITED,,
GREAT PACIFIC CAPITAL CORP,2012-10-04,1000,2,JIM PATTISON,,BC UNITED,,
GREAT PACIFIC CAPITAL CORP,2012-10-31,5000,2,JIM PATTISON,,BC UNITED,,
GREEN ROADS RECYCLING LTD,2012-11-08,1000,2,,,BC UNITED,,
GREEN TEAM REALTY INC,2012-07-10,600,2,,,BC UNITED,,
LANDMARK REALTY CORP,2012-11-23,2000,2,JIM REMPLE,JIM MCCAUGHAN,BC UNITED,,
LANGARA FISHING LODGE LTD,2012-06-08,9000,2,,,BC UNITED,,
LANGARA FISHING LODGE LTD,2012-09-20,9000,2,,,BC UNITED,,
LARK CARE INVESTMENTS LTD FLEETWOOD,2012-11-16,1150,2,,,BC UNITED,,
LARK CARE INVESTMENTS LTD MAPLE RIDGE,2012-11-16,1150,2,,,BC UNITED,,
